Una película muy, muy, muy lenta, sin rumbo sobre un joven angustiado y distraído.	0
No estoy seguro de quién estaba más perdido: los personajes planos o el público, casi la mitad de los cuales se fueron.	0
Intentando la astucia con ángulos de cámara en blanco y negro e inteligentes, la película decepcionó, se volvió aún más ridícula, ya que la actuación era deficiente y la trama y las líneas casi inexistentes.	0
Muy poca música ni nada de lo que hablar.	0
La mejor escena de la película fue cuando Gerardo está tratando de encontrar una canción que sigue corriendo por su cabeza.	1
El resto de la película carece de arte, encanto, lo que significa ... Si se trata de vacío, funciona, supongo que está vacío.	0
Desperdiciado dos horas	0
Hoy vi la película y pensé que era un buen esfuerzo, buenos mensajes para los niños.	1
Un poco predecible.	0
Me encantó el casting de Jimmy Buffet como el profesor de ciencias.	1
Y esos búhos bebés eran adorables.	1
La película mostró mucho de lo mejor de Florida, lo hizo parecer muy atractivo.	1
Las canciones eran las mejores y los muppets eran tan hilarantes.	1
Fue tan genial.	1
"Esta es una película muy ""acertada"" que entrega todo casi en su cara."	1
Tenía un promedio de actuación de la persona principal, y era un presupuesto bajo como se puede ver claramente.	0
Esta crítica está muy retrasada, ya que considero que A Tale of Two Sisters es la película más grande jamás realizada.	1
Pondré esta joya contra cualquier película en términos de guión, cinematografía, actuación, postproducción, edición, dirección o cualquier otro aspecto de la realización de películas.	1
"Es prácticamente perfecto en todos ellos, una verdadera obra maestra en un mar de faux ""obras maestras."	1
"""La estructura de esta película es fácilmente la más estrechamente construida en la historia del cine. 1"	1
No se me ocurre ninguna otra película en la que ocurra algo de vital importancia cada dos minutos. 1	1
En otras palabras, el nivel de contenido de esta película es suficiente para llenar fácilmente una docena de otras películas. 1	1
¿Cómo puede alguien en su sano juicio pedir algo más de una película que esto? 1	1
Es simplemente la forma más elevada y superlativa de cine imaginable. 1	1
Sí, esta película requiere una cantidad bastante significativa de resolución de rompecabezas, pero las piezas encajan para crear una imagen hermosa. 1	1
Este cortometraje sin duda no tira golpes. 0	0
Los gráficos están lejos de ser la mejor parte del juego. 0	0
Este es el mejor juego de TH número uno en la serie. 1	1
Se merece un amor fuerte. 1	1
Es un juego de locos. 1	1
Hay niveles masivos, personajes desbloqueables masivos ... es solo un juego masivo. 1	1
Malgastar su dinero en este juego 1	1
Este es el tipo de dinero que se desperdicia adecuadamente. 1	1
En realidad, los gráficos eran buenos en ese momento. 1	1
Hoy los gráficos son una mierda. 0	0
Como dicen en Canadá, este es el juego divertido, sí. 1	1
Este juego es genial. 1	1
Cómpralo, juega, disfrútalo, ámalo. 1	1
Es PURO BRILLANTE. 1	1
Esta fue una película condenada desde su concepción. 0	0
La idea de ello fue aburrida: tome un personaje secundario de una película PG-13 mediocre y realice una no secuela completa mientras cambia su tono a una película familiar con clasificación PG. 0	0
No estaba interesado en lo más mínimo. 0	0
"No solo confirmó que la película sería poco graciosa y genérica, sino que también logró regalar toda la película	 y no estoy exagerando: en cada momento, en cada trama, en cada broma que se cuenta en el trailer. 0"	0
Pero no es gracioso. 0	0
Pero incluso el talentoso Carrell no puede salvar esto. 0	0
A sus compañeros de reparto no les va mucho mejor, con gente como Morgan Freeman, Jonah Hill y Ed Helms simplemente malgastados. 0	0
La historia en sí es sólo predecible y perezosa. 0	0
El único trabajo de efectos real es la presencia de todos los animales, y la integración de estos en las escenas es uno de los peores y más obvios trabajos de pantalla azul / verde que he visto. 0	0
Pero sea lo que sea lo que les costó tanto, no se tradujo en calidad, eso es seguro. 0	0
La película tiene éxito a pesar de, o quizás debido a, un presupuesto obviamente exiguo. 1	1
Me alegro de que la película no haya elegido la opción más obvia, como lo habría hecho una película menor. 1	1
Además de tener una de las canciones más hermosas jamás escritas, French Cancan también cuenta con una de las damas más lindas y guapas de la pantalla. 1	1
Es difícil no enamorarse de esa chica. 1	1
En el lado negativo, es lo suficientemente insípido como para causar arrepentimiento por otras 2 horas de vida desperdiciadas frente a la pantalla. 0	0
Largo, quejumbroso y sin sentido. 0	0
Pero recomiendo esperar por sus esfuerzos futuros, déjalo ir. 0	0
Excelente reparto, trama, actuaciones. 1	1
Totalmente creíble. 1	1
Anne Heche fue absolutamente convincente. 1	1
La representación de Sam Shepard de un gung ho Marine fue aleccionadora. 1	1
Me senté clavado a la pantalla del televisor. 1	1
Con todo, le doy a este un rotundo 9 de cada 10. 1	1
Creo que Tom Hanks es un buen actor. 1	1
Disfruté leyendo este libro a mis hijos cuando eran pequeños. 1	1
Me decepcionó mucho en la película. 0	0
Un personaje es totalmente molesto con una voz que me da la sensación de uñas en una pizarra. 0	0
Hay una escena totalmente innecesaria de tren / montaña rusa.	0
Una película muy, muy, muy lenta, sin rumbo sobre un joven angustiado y distraído.	0
No estoy seguro de quién estaba más perdido: los personajes planos o el público, casi la mitad de los cuales se fueron.	0
Intentando la astucia con ángulos de cámara en blanco y negro e inteligentes, la película decepcionó, se volvió aún más ridícula, ya que la actuación era deficiente y la trama y las líneas casi inexistentes.	0
Muy poca música ni nada de lo que hablar.	0
La mejor escena de la película fue cuando Gerardo está tratando de encontrar una canción que sigue corriendo por su cabeza.	0
El resto de la película carece de arte, encanto, lo que significa ... Si se trata de vacío, funciona, supongo que está vacío.	0
Desperdiciado dos horas	1
Hoy vi la película y pensé que era un buen esfuerzo, buenos mensajes para los niños.	0
Los constructores de suspenso eran buenos, y solo cruzaban la línea de G a PG.	1
"Me gustaron especialmente las elecciones no cliché con los padres	 en otras películas, podía predecir el diálogo de forma literal, pero la escritura en esta película hizo mejores selecciones."	1
Si quieres una película que no sea asquerosa pero que te dé escalofríos, esta es una excelente opción.	1
Alexander Nevsky es una gran película.	1
Es un increíble artista de cine, uno de los más importantes que vivió.	1
Me alegro de que esta pretenciosa pieza de mierda no funcionara según lo planeado por Dodge Stratus Big Shots ... Ayudará a los cineastas que no están en el muy restringido negocio cinematográfico de Quebec.	0
Esto si es la primera película que le he dado un 10 a en años.	1
Si alguna vez hubo una película que necesitó el boca a boca para promocionar, esto es todo.	1
En general, la película es interesante y estimulante.	1
Además, tenía un buen ritmo y se adaptaba a su tiempo de ejecución relativamente corto.	1
Dale un vistazo a este.	1
Le di un 10	1
El viento y el león están bien escritos y actúan magníficamente.	1
Es un verdadero clásico.	1
En realidad, resultó ser bastante decente en lo que respecta a las películas de terror / suspenso de primera categoría.	1
Definitivamente vale la pena echarle un vistazo.	1
El problema era el guión.	0
Fue horrible.	0
No había nada creíble al respecto en absoluto.	0
El único suspenso que sentía era la frustración de cuán retrasadas eran las chicas.	0
MANNA FROM HEAVEN es una excelente película que es predecible e impredecible al mismo tiempo.	1
Las escenas suelen ser divertidas y ocasionalmente conmovedoras a medida que los personajes evalúan sus vidas y hacia dónde se dirigen.	1
El elenco de actores veteranos es más que un simple viaje de nostalgia.	1
La representación de Ursula Burton de la monja es conmovedora y divertida al mismo tiempo sin burlarse de las monjas o de la iglesia.	1
Si está buscando una película con un elenco excelente, buena música (incluida una versión de Shirley Jones de The Way You Look Tonight) y un final alentador, pruébelo.	1
No creo que estés decepcionado.	1
Francamente, después de Cotton club y Unfaithful, fue un poco embarazoso ver a Lane y Gere en esta película, porque es MALO.	0
La actuación fue mala, los diálogos fueron extremadamente superficiales y poco sinceros.	0
Era demasiado predecible, incluso para una película para chicas.	0
Demasiado políticamente correcto.	0
Muy decepcionante.	0
Lo único que realmente vale la pena ver es el paisaje y la casa, porque es hermoso.	1
Amo a Lane, pero nunca la he visto en una película tan mala.	0
Una hora y media ojalá pudiera volver.	0
Pero en términos de la escritura es muy fresco y audaz.	1
La actuación ayuda a la escritura muy bien (quizás la hermana idiota y sabia podría haberse jugado mejor), y es una verdadera alegría verla.	1
La dirección y la cinematografía no son tan buenas.	0
La película fue tan aburrida, que a veces me encontré ocupada en el papel en lugar de verla (¡nunca sucedió durante una película de Columbo!	0
), y algunas veces fue tan embarazoso que tuve que apartar la mirada.	0
La dirección parece demasiado pretenciosa.	0
Las escenas con la vecina tan madura son un lugar equivocado.	0
Y generalmente las líneas y la trama son más débiles que el episodio promedio.	0
Luego, la escena en la que debatieron si despedir o no al trompetista (quien fue acusado falsamente por el asesinato) es un horror puro, realmente estúpido.	0
Un poco de aplauso se debe dar al preludio sin embargo.	1
Realmente me gustó eso.	1
Una gran película de un gran director.	1
La película te tenía al borde de tu asiento y te daba un poco de miedo de ir a tu auto al final de la noche.	1
La música en la película es muy bonita también.	1
Aconsejo a cualquiera que vaya a verlo.	1
¡Brillante!	1
10/10	1
Me gustó demasiado esta película.	1
Mi único problema es que pensé que el actor que interpretaba al villano era Michael Ironside, de baja renta.	0
Se sacudió mi mundo y es sin duda una visita obligada para cualquier persona sin salidas sociales o físicas.	1
Sin embargo, esto no compensa el hecho de que, en general, esta fue una película tremendamente aburrida.	0
No había química entre Ben Affleck y Sandra Bullock en esta película, y no pude entender por qué consideraría incluso dejar a su futura esposa por esta chica con la que supuestamente fue eliminado.	0
Hubo varios momentos en la película que simplemente no necesitaban estar allí y que eran extremadamente lentos.	0
Este fue un pobre remake de la boda de mis mejores amigos.	0
En definitiva, una gran decepción.	0
No puedo creer que los actores acordaron hacer esta película.	0
No podía soportar verlo por mucho tiempo por temor a perder I.Q.	0
Supongo que nadie en la red que transmitió este goteo lo vio antes de ponérselo.	0
Las calificaciones de IMDB solo bajan a 1 por horrible, es hora de obtener algunos números negativos allí para casos como estos.	0
Vi a Mirrormask anoche y fue una experiencia insatisfactoria.	0
Desafortunadamente, la inexperiencia de la dirección significó que escena tras escena pasó con poca tensión dramática o conflicto.	0
Estos son los temas centrales de la película y se manejan de manera inepta, estereotipada y sin profundidad de imaginación.	0
Todas las imágenes bonitas del mundo no pueden compensar un trabajo defectuoso en el núcleo.	0
Es una hora y media de pérdida de tiempo, después de que un grupo de estudiantes de secundaria muy bonitos se quejen y lloren por la vida.	0
No puedes relacionarte con ellos, demonios, apenas puedes entenderlos.	0
Este es definitivamente un clásico de culto que vale la pena ver y compartir con otros.	1
Esta película es un desastre puro, la historia es estúpida y la edición es la peor que he visto, te confunde increíblemente.	0
El pez está mal hecho y algunas de sus tomas submarinas se repiten mil veces en la película.	0
Una película verdaderamente mala.	0
La actuación es terrible, y la escritura es peor.	0
La única forma posible de redimir esta película sería como el forraje MST3K.	0
Yo pague demasiado	0
Además, es un verdadero placer ver a Anthony Quinn jugando a Crazy Horse.	1
¡Era tan aburrido!	0
¡Ninguna trama en absoluto!	0
Una vez más, ninguna trama en absoluto.	0
¡Horrible!	0
¡La peor hora y media de mi vida! ¡Dios mío!	0
¡Tuve que salir del teatro por unos minutos para obtener un poco de alivio!	0
Odio las películas así.	0
Sí, la película bastante chupó.	0
¡NO HAY PARCELA O HISTORIA!	0
Si vas a ver esta película, trae una almohada o una novia / novio para mantenerte ocupado.	0
Horrible.	0
No creo que alguna vez haya ido a ver una película y me haya disgustado tanto.	0
Era bueno que las entradas solo costaran cinco dólares porque estaría loco si hubiera pagado $ 7.50 para ver esta mierda.	0
NADIE se identifica con estos personajes porque todos son recortes de cartón y estereotipos (o estereotipos previsiblemente previsibles).	0
Esta es una mala película, con mala escritura y buenos actores ... una fea caricatura diseñada por Paul Haggis para personas que no pueden manejar nada más que los trazos audaces en la narración ... una imagen pintada con crayones.	0
Crash es una pequeña y deprimente nada que provoca emociones, pero no te enseña nada si ya sabes que el racismo y los prejuicios son cosas malas.	0
"Aún así, me gusta esta película por su empoderamiento de las mujeres	 No hay suficientes películas como esta."	1
Tu cerebro intentará apagarse como parte de un impulso primordial de autoconservación.	0
"Me quedé destrozado por la experiencia de ver esta ""película"" y tardé dos horas en recuperarme por completo."	0
Esta película ahora se une a Revenge of the Boogeyman y Zombiez como parte de la trinidad infernal de las películas de terror.	0
Ciertamente no me refiero a esta distinción de buena manera.	0
Me refiero a esto de una manera terrible.	0
